homo_idx_buf
idx    value
    0, 1574
    1, 15165
    2, 1288
    3, 1383
    4, 10698
    5, 1674
    6, 14915
    7, 25826
    8, 53156
    9, 60497
   10, 49425
   11, 58160
   12, 49432
   13, 49439
   14, 58166
   15, 49435
   16, 49458
   17, 49422
   18, 49438
   19, 49459
   20, 64876
   21, 49442
   22, 49449
   23, 49448
   24, 49433
   25, 58159
   26, 64869
   27, 64870
   28, 49463
   29, 49453
   30, 58158
   31, 49452
   32, 49423
   33, 58164
   34, 64875
   35, 25824
   36, 49421
   37, 49419
   38, 49430
   39, 49428
   40, 49420
   41, 58157
   42, 49440
   43, 58161
   44, 64872
   45, 64874
   46, 64873
   47, 58162
   48, 49418
   49, 49460
   50, 64877
   51, 49456
   52, 58167
   53, 49464
   54, 58168
   55, 49416
   56, 49426
   57, 49445
   58, 49451
   59, 49427
   60, 49450
   61, 49461
   62, 49436
   63, 49454
   64, 49444
   65, 49446
   66, 49434
   67, 49457
   68, 49431
   69, 49437
   70, 49415
   71, 58165
   72, 49443
   73, 58163
   74, 64868
   75, 49424
   76, 49441
   77, 49417
   78, 58156
   79, 25823
   80, 49462
   81, 49429
   82, 25825
   83, 49455
   84, 49447
   85, 7604
   86, 1523
   87, 1473
   88, 10955
   89, 4450
   90, 8778
   91, 8458
   92, 2074
   93, 1461
   94, 8902
   95, 4003
   96, 5178
   97, 1716
   98, 15245
   99, 15371
  100, 4512
  101, 11562
  102, 8516
  103, 2683
  104, 1813
  105, 8084
  106, 1682
  107, 6267
  108, 6137
  109, 651
  110, 11626
  111, 2283
  112, 2742
  113, 14723
  114, 5213
  115, 4934
  116, 14952
  117, 8843
  118, 9006
  119, 8117
  120, 8740
  121, 1565
  122, 2565
  123, 11726
  124, 15387
  125, 6914
  126, 8522
  127, 5093
  128, 16530
  129, 1335
  130, 15932
  131, 12854
  132, 6900
  133, 15775
  134, 39382
  135, 40659
  136, 25737
  137, 56106
  138, 62989
  139, 39391
  140, 39360
  141, 39356
  142, 25628
  143, 33494
  144, 39376
  145, 25627
  146, 39353
  147, 39385
  148, 39366
  149, 56112
  150, 56120
  151, 56124
  152, 33496
  153, 26588
  154, 44282
  155, 56111
  156, 39377
  157, 53306
  158, 57242
  159, 33492
  160, 39358
  161, 39392
  162, 56109
  163, 62991
  164, 39362
  165, 25625
  166, 56110
  167, 39370
  168, 39378
  169, 39354
  170, 26587
  171, 39365
  172, 39355
  173, 39386
  174, 33493
  175, 60671
  176, 56107
  177, 56108
  178, 56122
  179, 39369
  180, 39368
  181, 44281
  182, 33497
  183, 35503
  184, 39390
  185, 39381
  186, 39374
  187, 39352
  188, 56116
  189, 39363
  190, 56118
  191, 39371
  192, 62992
  193, 56115
  194, 56114
  195, 56113
  196, 25629
  197, 39383
  198, 39350
  199, 41252
  200, 44284
  201, 39380
  202, 39347
  203, 25623
  204, 56104
  205, 56105
  206, 62988
  207, 39388
  208, 56119
  209, 39379
  210, 39351
  211, 39361
  212, 25624
  213, 39357
  214, 53307
  215, 39384
  216, 57244
  217, 39375
  218, 39372
  219, 56372
  220, 41254
  221, 39389
  222, 39367
  223, 25672
  224, 53123
  225, 39373
  226, 62987
  227, 60670
  228, 62990
  229, 25674
  230, 25673
  231, 39348
  232, 41382
  233, 25626
  234, 39359
  235, 64086
  236, 41253
  237, 44283
  238, 39364
  239, 57243
  240, 56117
  241, 56123
  242, 39387
  243, 33495
  244, 56121
  245, 40497
  246, 39349
  247, 4424
  248, 442
  249, 2820
  250, 5542
  251, 5169
  252, 3077
  253, 15447
  254, 6341
  255, 3486
  256, 10634
  257, 16883
  258, 14884
  259, 13017
  260, 5543
  261, 1556
  262, 15063
  263, 2063
  264, 8578
  265, 667
  266, 7716
  267, 16762
  268, 352
  269, 1167
  270, 2108
  271, 12754
  272, 11138
  273, 3437
  274, 4609
  275, 16254
  276, 14497
  277, 1609
  278, 13100
  279, 3101
  280, 15531
  281, 10717
  282, 14423
  283, 15857
  284, 11349
  285, 15327
  286, 16572
  287, 28463
  288, 35490
  289, 61013
  290, 28449
  291, 28451
  292, 54887
  293, 29738
  294, 61930
  295, 35499
  296, 33438
  297, 35486
  298, 35495
  299, 50903
  300, 28493
  301, 51033
  302, 35493
  303, 28469
  304, 28470
  305, 53790
  306, 53789
  307, 28494
  308, 35485
  309, 55286
  310, 28464
  311, 53780
  312, 28501
  313, 36715
  314, 28496
  315, 28477
  316, 35500
  317, 28453
  318, 28475
  319, 50017
  320, 28478
  321, 53787
  322, 54890
  323, 35483
  324, 28459
  325, 35502
  326, 55287
  327, 28471
  328, 53791
  329, 28457
  330, 37427
  331, 55783
  332, 28465
  333, 20895
  334, 36712
  335, 33444
  336, 28479
  337, 28485
  338, 53794
  339, 33433
  340, 61928
  341, 28499
  342, 28466
  343, 61014
  344, 36714
  345, 28468
  346, 28448
  347, 53781
  348, 36713
  349, 28454
  350, 33440
  351, 62592
  352, 53793
  353, 54888
  354, 35489
  355, 35492
  356, 28498
  357, 20894
  358, 53795
  359, 33434
  360, 54886
  361, 35494
  362, 28461
  363, 61927
  364, 28455
  365, 28460
  366, 28462
  367, 33443
  368, 28476
  369, 53792
  370, 33437
  371, 33430
  372, 28483
  373, 35484
  374, 61012
  375, 36717
  376, 28467
  377, 28452
  378, 60991
  379, 60998
  380, 53783
  381, 61006
  382, 61010
  383, 61009
  384, 61000
  385, 53785
  386, 60994
  387, 61007
  388, 60997
  389, 61001
  390, 61005
  391, 60999
  392, 60993
  393, 61003
  394, 53786
  395, 61002
  396, 61004
  397, 60990
  398, 53782
  399, 60992
  400, 61008
  401, 53784
  402, 60995
  403, 60996
  404, 61011
  405, 28482
  406, 51034
  407, 61015
  408, 35497
  409, 35491
  410, 50016
  411, 58280
  412, 29736
  413, 28486
  414, 28484
  415, 35496
  416, 33435
  417, 28500
  418, 54891
  419, 33442
  420, 28480
  421, 53788
  422, 28474
  423, 28456
  424, 28487
  425, 28473
  426, 28481
  427, 33428
  428, 29737
  429, 28491
  430, 35501
  431, 62380
  432, 28472
  433, 28450
  434, 33445
  435, 33431
  436, 28497
  437, 54889
  438, 35487
  439, 28495
  440, 35488
  441, 33432
  442, 33436
  443, 28458
  444, 28489
  445, 36716
  446, 35498
  447, 33439
  448, 61929
  449, 33441
  450, 28492
  451, 28488
  452, 35482
  453, 36711
  454, 33429
  455, 28490
  456, 53796
  457, 61018
  458, 61019
  459, 61017
  460, 53798
  461, 53797
  462, 61016
  463, 5048
  464, 8556
  465, 10569
  466, 5095
  467, 16075
  468, 14212
  469, 35176
  470, 35175
  471, 40704
  472, 40703
  473, 35174
  474, 43716
  475, 2406
  476, 7510
  477, 7122
  478, 591
  479, 840
  480, 4910
  481, 12271
  482, 1719
  483, 7848
  484, 4374
  485, 2012
  486, 16457
  487, 3049
  488, 12092
  489, 10425
  490, 13942
  491, 16060
  492, 2650
  493, 4140
  494, 2407
  495, 14637
  496, 8097
  497, 3509
  498, 14647
  499, 2403
  500, 10521
  501, 11009
  502, 12813
  503, 2265
  504, 16351
  505, 12441
  506, 3270
  507, 4290
  508, 16901
  509, 15002
  510, 3071
  511, 4812
  512, 6963
  513, 5457
  514, 15250
  515, 11535
  516, 10950
  517, 7580
  518, 25935
  519, 27833
  520, 62942
  521, 39308
  522, 27843
  523, 53609
  524, 34423
  525, 27831
  526, 27838
  527, 39310
  528, 32096
  529, 53606
  530, 53607
  531, 27834
  532, 53608
  533, 60897
  534, 60896
  535, 21162
  536, 27841
  537, 38910
  538, 27840
  539, 27830
  540, 32095
  541, 53611
  542, 21163
  543, 53612
  544, 27832
  545, 21165
  546, 27837
  547, 27836
  548, 27839
  549, 53613
  550, 22407
  551, 27835
  552, 38909
  553, 53610
  554, 22408
  555, 43259
  556, 39309
  557, 21164
  558, 48288
  559, 38907
  560, 27842
  561, 60900
  562, 60898
  563, 53615
  564, 60901
  565, 60899
  566, 53614
  567, 38908
  568, 1305
  569, 4307
  570, 733
  571, 7609
  572, 3320
  573, 4372
  574, 10303
  575, 15379
  576, 1993
  577, 4256
  578, 10997
  579, 8315
  580, 15427
  581, 4484
  582, 1249
  583, 7263
  584, 13377
  585, 10459
  586, 9684
  587, 14813
  588, 9383
  589, 3052
  590, 11079
  591, 16190
  592, 10322
  593, 174
  594, 16407
  595, 7710
  596, 2303
  597, 8782
  598, 8494
  599, 11270
  600, 12482
  601, 10590
  602, 4322
  603, 5289
  604, 3575
  605, 11836
  606, 13076
  607, 16926
  608, 14265
  609, 14269
  610, 13623
  611, 39404
  612, 29925
  613, 42303
  614, 62995
  615, 21546
  616, 21532
  617, 44320
  618, 54150
  619, 32867
  620, 54144
  621, 21544
  622, 32873
  623, 21538
  624, 32865
  625, 33223
  626, 21529
  627, 52193
  628, 49883
  629, 32855
  630, 29933
  631, 54152
  632, 21545
  633, 52191
  634, 33225
  635, 21536
  636, 29939
  637, 29924
  638, 21541
  639, 54151
  640, 21523
  641, 33227
  642, 21519
  643, 21528
  644, 54149
  645, 52188
  646, 43125
  647, 21526
  648, 32854
  649, 59660
  650, 32858
  651, 21527
  652, 29936
  653, 40403
  654, 32872
  655, 21548
  656, 25340
  657, 61289
  658, 33224
  659, 21549
  660, 44321
  661, 21539
  662, 29931
  663, 21533
  664, 29938
  665, 21520
  666, 32876
  667, 29922
  668, 29926
  669, 54146
  670, 43122
  671, 61288
  672, 44322
  673, 57250
  674, 29940
  675, 29937
  676, 54145
  677, 32871
  678, 29929
  679, 21550
  680, 52192
  681, 39403
  682, 32878
  683, 43124
  684, 32875
  685, 54147
  686, 32853
  687, 21535
  688, 21530
  689, 49881
  690, 32877
  691, 21525
  692, 21537
  693, 29920
  694, 32870
  695, 49880
  696, 32851
  697, 21542
  698, 29932
  699, 61290
  700, 29928
  701, 54148
  702, 21534
  703, 26555
  704, 46840
  705, 29923
  706, 21524
  707, 59659
  708, 32864
  709, 32860
  710, 29934
  711, 32850
  712, 32868
  713, 32859
  714, 32852
  715, 32857
  716, 25339
  717, 29930
  718, 32856
  719, 32869
  720, 21518
  721, 49882
  722, 64929
  723, 21522
  724, 32866
  725, 32863
  726, 54794
  727, 54793
  728, 29935
  729, 32862
  730, 54154
  731, 54153
  732, 33222
  733, 21521
  734, 21551
  735, 52189
  736, 32861
  737, 43123
  738, 33226
  739, 21517
  740, 29921
  741, 52187
  742, 54795
  743, 21543
  744, 52190
  745, 21531
  746, 50009
  747, 49879
  748, 29927
  749, 32874
  750, 21540
  751, 21547
  752, 49878
  753, 25338
  754, 8498
  755, 8499
  756, 4697
  757, 4381
  758, 13237
  759, 5432
  760, 4566
  761, 1355
  762, 321
  763, 261
  764, 4418
  765, 9200
  766, 4911
  767, 4838
  768, 4508
  769, 9715
  770, 5511
  771, 9703
  772, 4810
  773, 4382
  774, 9356
  775, 56404
  776, 56397
  777, 33282
  778, 40543
  779, 34009
  780, 33819
  781, 56389
  782, 40606
  783, 40534
  784, 40541
  785, 56405
  786, 40579
  787, 46368
  788, 40584
  789, 34005
  790, 40527
  791, 40553
  792, 40609
  793, 40542
  794, 40522
  795, 34000
  796, 40582
  797, 40590
  798, 40530
  799, 40597
  800, 40528
  801, 34001
  802, 46367
  803, 40529
  804, 56388
  805, 34002
  806, 40592
  807, 33285
  808, 34014
  809, 63258
  810, 63260
  811, 63259
  812, 63247
  813, 40521
  814, 40566
  815, 33284
  816, 34011
  817, 40558
  818, 40583
  819, 40547
  820, 56402
  821, 56400
  822, 56401
  823, 56399
  824, 63256
  825, 63255
  826, 63254
  827, 33278
  828, 40572
  829, 46370
  830, 40526
  831, 56398
  832, 40568
  833, 40519
  834, 40599
  835, 34004
  836, 40585
  837, 40569
  838, 56403
  839, 40554
  840, 40538
  841, 40608
  842, 40557
  843, 40552
  844, 56393
  845, 63263
  846, 46365
  847, 33277
  848, 40610
  849, 63264
  850, 40588
  851, 46366
  852, 40578
  853, 63257
  854, 33283
  855, 40537
  856, 40561
  857, 40520
  858, 40560
  859, 56382
  860, 33818
  861, 56385
  862, 40603
  863, 63262
  864, 56379
  865, 56408
  866, 33999
  867, 46369
  868, 40611
  869, 40605
  870, 40565
  871, 40600
  872, 40570
  873, 40564
  874, 56394
  875, 40567
  876, 63250
  877, 34015
  878, 40594
  879, 40539
  880, 40604
  881, 40586
  882, 34012
  883, 56409
  884, 56380
  885, 40525
  886, 40591
  887, 33280
  888, 56406
  889, 34007
  890, 56390
  891, 34006
  892, 56384
  893, 40593
  894, 56387
  895, 33276
  896, 40518
  897, 40574
  898, 40598
  899, 40531
  900, 56386
  901, 40551
  902, 40607
  903, 40596
  904, 56407
  905, 40559
  906, 46371
  907, 40589
  908, 40536
  909, 33998
  910, 34018
  911, 40601
  912, 40573
  913, 40546
  914, 33279
  915, 63253
  916, 34008
  917, 63248
  918, 40535
  919, 40595
  920, 34010
  921, 40548
  922, 40523
  923, 40524
  924, 34017
  925, 33281
  926, 54861
  927, 40571
  928, 63252
  929, 63251
  930, 56396
  931, 40576
  932, 63261
  933, 40544
  934, 56391
  935, 56381
  936, 40587
  937, 40563
  938, 56395
  939, 63249
  940, 40545
  941, 56383
  942, 40550
  943, 40533
  944, 56392
  945, 40556
  946, 40575
  947, 40555
  948, 40562
  949, 40577
  950, 40540
  951, 40580
  952, 40517
  953, 56377
  954, 56378
  955, 34003
  956, 40581
